reference_id,commandment_concept,scripture_english
LEV 5:8,Do not decapitate a fowl brought as a sin offering ,"He shall bring them to the priest, who shall offer first that which is for the sin offering and shall nip its head at the front of its neck, but he shall not sever it."
LEV 7:1,Carry out the procedure of the guilt offering ,'Now this is the law of the guilt offering; it is most holy.
EXO 29:33,The priests must eat the sacrificial meat in the Temple ,"""Thus they shall eat those things by which atonement was made at their ordination and consecration; but a layman shall not eat them, because they are holy."
DEU 12:17,The priests must not eat the meat outside the Temple courtyard ,"""You are not allowed to eat within your gates the tithe of your grain or new wine or oil, or the firstborn of your herd or flock, or any of your votive offerings which you vow, or your freewill offerings, or the contribution of your hand."
EXO 29:33,A non- priest must not eat certain sacrificial meat ,"""Thus they shall eat those things by which atonement was made at their ordination and consecration; but a layman shall not eat them, because they are holy."
LEV 7:11,Follow the procedure of the peace offering ,'Now this is the law of the sacrifice of peace offerings which shall be presented to the LORD.
DEU 12:15,Do not eat the meat of minor sacrifices before sprinkling the blood ,"""However, you may slaughter and eat meat within any of your gates, whatever you desire, according to the blessing of the LORD your God which He has given you; the unclean and the clean may eat of it, as of the gazelle and the deer."
LEV 2:1,Bring meal offerings as prescribed in the Torah ,"'Now when anyone presents a grain offering as an offering to the LORD, his offering shall be of fine flour, and he shall pour oil on it and put frankincense on it."
LEV 5:11,Do not put oil on the meal offerings of wrongdoers ,"'But if his means are insufficient for two turtledoves or two young pigeons, then for his offering for that which he has sinned, he shall bring the tenth of an ephah of fine flour for a sin offering; he shall not put oil on it or place incense on it, for it is a sin offering."
LEV 5:11,Do not put frankincense on the meal offerings of wrongdoers ,"'But if his means are insufficient for two turtledoves or two young pigeons, then for his offering for that which he has sinned, he shall bring the tenth of an ephah of fine flour for a sin offering; he shall not put oil on it or place incense on it, for it is a sin offering."
LEV 6:16,Do not eat the meal offering of a priest ,'What is left of it Aaron and his sons are to eat. It shall be eaten as unleavened cakes in a holy place; they are to eat it in the court of the tent of meeting.
LEV 6:17,Do not bake a meal offering as leavened bread ,"'It shall not be baked with leaven. I have given it as their share from My offerings by fire; it is most holy, like the sin offering and the guilt offering."
LEV 6:16,The priests must eat the remains of the meal offerings ,'What is left of it Aaron and his sons are to eat. It shall be eaten as unleavened cakes in a holy place; they are to eat it in the court of the tent of meeting.
DEU 12:5,Bring all avowed and freewill offerings to the Temple on the first subsequent festival ,"""But you shall seek the LORD at the place which the LORD your God will choose from all your tribes, to establish His name there for His dwelling, and there you shall come."
DEU 23:22,Do not withhold payment incurred by any vow ,"""However, if you refrain from vowing, it would not be sin in you."
DEU 12:11,Offer all sacrifices in the Temple ,"then it shall come about that the place in which the LORD your God will choose for His name to dwell, there you shall bring all that I command you: your burnt offerings and your sacrifices, your tithes and the contribution of your hand, and all your choice votive offerings which you will vow to the LORD."
DEU 12:26,Bring all sacrifices from outside Israel to the Temple ,"""Only your holy things which you may have and your votive offerings, you shall take and go to the place which the LORD chooses."
LEV 17:3,Do not slaughter sacrifices outside the Temple  ,"""Any man from the house of Israel who slaughters an ox or a lamb or a goat in the camp, or who slaughters it outside the camp,"
DEU 12:13,Do not offer any sacrifices outside the courtyard ,"""Be careful that you do not offer your burnt offerings in every cultic place you see,"
NUM 28:3,Offer two lambs for sacrifice every day ,"""You shall say to them, 'This is the offering by fire which you shall offer to the LORD: two male lambs one year old without defect as a continual burnt offering every day."
LEV 6:9,Keep the fire burning on the altar ,"""Command Aaron and his sons, saying, 'This is the law for the burnt offering: the burnt offering itself shall remain on the hearth on the altar all night until the morning, and the fire on the altar is to be kept burning on it."
LEV 6:9,Do not extinguish the fire on the altar ,"""Command Aaron and his sons, saying, 'This is the law for the burnt offering: the burnt offering itself shall remain on the hearth on the altar all night until the morning, and the fire on the altar is to be kept burning on it."
LEV 6:10,Remove the ashes from the altar every day ,"The priest is to put on his linen robe, and he shall put on undergarments next to his flesh; and he shall take up the ashes to which the fire reduces the burnt offering on the altar and place them beside the altar."
EXO 30:7,Burn incense every day ,"""Aaron shall burn fragrant incense on it; he shall burn it every morning when he trims the lamps."
EXO 27:21,Light the Menorah every day ,"""In the tent of meeting, outside the veil which is before the testimony, Aaron and his sons shall keep it in order from evening to morning before the LORD; it shall be a perpetual statute throughout their generations for the sons of Israel."
LEV 6:20,The high priest must bring a meal offering every day ,"""This is the offering which Aaron and his sons are to present to the LORD on the day when he is anointed; the tenth of an ephah of fine flour as a regular grain offering, half of it in the morning and half of it in the evening."
NUM 28:9,Bring two additional lambs as burnt offerings on the Sabbath ,"Then on the sabbath day two male lambs one year old without defect, and two-tenths of an ephah of fine flour mixed with oil as a grain offering, and its drink offering:"
EXO 25:30,Make the show bread and place it before G-d ,"""You shall set the bread of the Presence on the table before Me at all times."
NUM 28:11,Bring additional offerings on the first day of the month,"'Then at the beginning of each of your months you shall present a burnt offering to the LORD: two bulls and one ram, seven male lambs one year old without defect;"
NUM 28:19,Bring additional offerings on Passover ,"'You shall present an offering by fire, a burnt offering to the LORD: two bulls and one ram and seven male lambs one year old, having them without defect."
LEV 23:10,Offer the wave offering from the meal of the new wheat ,"""Speak to the sons of Israel and say to them, 'When you enter the land which I am going to give to you and reap its harvest, then you shall bring in the sheaf of the first fruits of your harvest to the priest."
LEV 23:15,Each man must count seven weeks from the day the new wheat offering was brought after Passover,"'You shall also count for yourselves from the day after the sabbath, from the day when you brought in the sheaf of the wave offering; there shall be seven complete sabbaths."
NUM 28:26,Bring additional offerings on the Feast of Weeks ,"Also on the day of the first fruits, when you present a new grain offering to the LORD in your Feast of Weeks, you shall have a holy convocation; you shall do no laborious work."
LEV 23:17,Bring two loaves to accompany the additional the Feast of Weeks offerings ,"You shall bring in from your dwelling places two loaves of bread for a wave offering, made of two-tenths of an ephah; they shall be of a fine flour, baked with leaven as first fruits to the LORD."
NUM 29:1,Bring additional offerings on the Feast of Trumpets,"'Now in the seventh month, on the first day of the month, you shall also have a holy convocation; you shall do no laborious work. It will be to you a day for blowing trumpets."
NUM 29:8,Bring additional offerings on the Day of Atonement,"You shall present a burnt offering to the LORD as a soothing aroma: one bull, one ram, seven male lambs one year old, having them without defect;"
NUM 29:12,Bring additional offerings on the Feast of Tabernacles ,"'Then on the fifteenth day of the seventh month you shall have a holy convocation; you shall do no laborious work, and you shall observe a feast to the LORD for seven days."
NUM 29:35,Bring additional offerings on the eighth day of the Feast of Tabernacles,'On the eighth day you shall have a solemn assembly; you shall do no laborious work.
DEU 14:3,Do not eat sacrifices which have become unfit or blemished ,"""You shall not eat any detestable thing."
LEV 7:18,Do not eat from sacrifices offered with improper intentions ,"So if any of the flesh of the sacrifice of his peace offerings should ever be eaten on the third day, he who offers it will not be accepted, and it will not be reckoned to his benefit. It shall be an offensive thing, and the person who eats of it will bear his own iniquity."
LEV 22:30,Do not leave sacrifices past the time allowed for eating them ,"""It shall be eaten on the same day, you shall leave none of it until morning; I am the LORD."
LEV 19:8,Do not eat from that which was left over from an offering ,"'Everyone who eats it will bear his iniquity, for he has profaned the holy thing of the LORD; and that person shall be cut off from his people."
LEV 7:19,Do not eat from sacrifices which became impure ,"Also the flesh that touches anything unclean shall not be eaten; it shall be burned with fire. As for other flesh, anyone who is clean may eat such flesh."
LEV 7:20,An impure person must not eat from sacrifices ,"'But the person who eats the flesh of the sacrifice of peace offerings which belong to the LORD, in his uncleanness, that person shall be cut off from his people."
LEV 7:17,Burn the leftover sacrifices ,but what is left over from the flesh of the sacrifice on the third day shall be burned with fire.
LEV 7:19,Burn all impure sacrifices ,"Also the flesh that touches anything unclean shall not be eaten; it shall be burned with fire. As for other flesh, anyone who is clean may eat such flesh."
LEV 16:3,Follow the procedures of the Day of Atonement in the sequence prescribed,"""Aaron shall enter the holy place with this: with a bull for a sin offering and a ram for a burnt offering."
LEV 5:16,One who profaned a sacred object must repay what he profaned plus a fifth and bring a sacrifice ,"""He shall make restitution for that which he has sinned against the holy thing, and shall add to it a fifth part of it and give it to the priest. The priest shall then make atonement for him with the ram of the guilt offering, and it will be forgiven him."
DEU 15:19,Do not work consecrated animals ,"""You shall consecrate to the LORD your God all the firstborn males that are born of your herd and of your flock; you shall not work with the firstborn of your herd, nor shear the firstborn of your flock."
DEU 15:19,Do not shear the fleece of consecrated animals ,"""You shall consecrate to the LORD your God all the firstborn males that are born of your herd and of your flock; you shall not work with the firstborn of your herd, nor shear the firstborn of your flock."
EXO 12:6,Slaughter the paschal sacrifice at the specified time ,"'You shall keep it until the fourteenth day of the same month, then the whole assembly of the congregation of Israel is to kill it at twilight."
EXO 23:18,Do not slaughter the paschal sacrifice while in possession of leaven ,"""You shall not offer the blood of My sacrifice with leavened bread; nor is the fat of My feast to remain overnight until morning."
EXO 23:18,Do not leave the fat of the paschal sacrifice overnight ,"""You shall not offer the blood of My sacrifice with leavened bread; nor is the fat of My feast to remain overnight until morning."
NUM 7:11,Slaughter the second Passover lamb ,"Then the LORD said to Moses, ""Let them present their offering, one leader each day, for the dedication of the altar."""
EXO 12:8,Eat the Passover lamb with unleavened bread and bitter herbs on the night of the 14th of Nisan ,"They shall eat the flesh that same night, roasted with fire, and they shall eat it with unleavened bread and bitter herbs."
NUM 9:11,Eat the second Passover lamb on the night of the 15th day of the month after Passover,"'In the second month on the fourteenth day at twilight, they shall observe it; they shall eat it with unleavened bread and bitter herbs."
EXO 12:9,Do not eat the meat of the Passover lamb raw or boiled ,"Do not eat any of it raw or boiled at all with water, but rather roasted with fire, both its head and its legs along with its entrails."
EXO 12:46,Do not take the meat of the Passover lamb from the confines of the group ,"""It is to be eaten in a single house; you are not to bring forth any of the flesh outside of the house, nor are you to break any bone of it."
EXO 12:43,An apostate must not eat from the Passover lamb ,"The LORD said to Moses and Aaron, ""This is the ordinance of the Passover: no foreigner is to eat of it;"
EXO 12:45,A permanent or temporary hired worker must not eat from the Passover lamb ,"""A sojourner or a hired servant shall not eat of it."
EXO 12:48,An uncircumcised male must not eat from the Passover lamb ,"""But if a stranger sojourns with you, and celebrates the Passover to the LORD, let all his males be circumcised, and then let him come near to celebrate it; and he shall be like a native of the land. But no uncircumcised person may eat of it."
EXO 12:46,Do not break any bones from the Passover lamb,"""It is to be eaten in a single house; you are not to bring forth any of the flesh outside of the house, nor are you to break any bone of it."
NUM 7:12,Do not break any bones from the second Passover lamb offering ,"Now the one who presented his offering on the first day was Nahshon the son of Amminadab, of the tribe of Judah;"
EXO 12:10,Do not leave any meat of the Passover lamb over until morning ,"'And you shall not leave any of it over until morning, but whatever is left of it until morning, you shall burn with fire."
NUM 9:12,Do not leave the meat of the second Passover lamb over until morning ,"'They shall leave none of it until morning, nor break a bone of it; according to all the statute of the Passover they shall observe it."
DEU 16:4,Do not leave the meat of the Passover lamb of the 14th until the 16th ,"""For seven days no leaven shall be seen with you in all your territory, and none of the flesh which you sacrifice on the evening of the first day shall remain overnight until morning."
DEU 16:16,"Go to the Temple on Passover, the Feast of Weeks, and the Feast of Tabernacles ","""Three times in a year all your males shall appear before the LORD your God in the place which He chooses, at the Feast of Unleavened Bread and at the Feast of Weeks and at the Feast of Booths, and they shall not appear before the LORD empty-handed."
EXO 23:14,"Celebrate on Passover, the Feast of Weeks, and the Feast of Tabernacles and bring a peace offering","""Three times a year you shall celebrate a feast to Me."
DEU 16:14,"Rejoice on Passover, the Feast of Weeks, and the Feast of Tabernacles and bring a peace offering","and you shall rejoice in your feast, you and your son and your daughter and your male and female servants and the Levite and the stranger and the orphan and the widow who are in your towns."
DEU 16:16,"Do not appear at the Temple during Passover, the Feast of Weeks, and the Feast of Tabernacles without offerings","""Three times in a year all your males shall appear before the LORD your God in the place which He chooses, at the Feast of Unleavened Bread and at the Feast of Weeks and at the Feast of Booths, and they shall not appear before the LORD empty-handed."
DEU 12:19,"Do not refrain from rejoicing with, and giving gifts to, the Levites on the Pilgrimage Festivals","""Be careful that you do not forsake the Levite as long as you live in your land."
DEU 31:10,Assemble all the people on the Feast of Tabernacles following the seventh year,"Then Moses commanded them, saying, ""At the end of every seven years, at the time of the year of remission of debts, at the Feast of Booths,"
EXO 13:12,Set aside the firstborn animals ,"you shall devote to the LORD the first offspring of every womb, and the first offspring of every beast that you own; the males belong to the LORD."
DEU 12:17,The priests must not eat unblemished firstborn animals outside Jerusalem ,"""You are not allowed to eat within your gates the tithe of your grain or new wine or oil, or the firstborn of your herd or flock, or any of your votive offerings which you vow, or your freewill offerings, or the contribution of your hand."
NUM 18:17,Do not redeem the firstborn animals ,"""But the firstborn of an ox or the firstborn of a sheep or the firstborn of a goat, you shall not redeem; they are holy. You shall sprinkle their blood on the altar and shall offer up their fat in smoke as an offering by fire, for a soothing aroma to the LORD."
LEV 27:32,Separate the tithe of animals ,"'For every tenth part of herd or flock, whatever passes under the rod, the tenth one shall be holy to the LORD."
LEV 27:33,Do not redeem the tithe,"He is not to be concerned whether it is good or bad, nor shall he exchange it; or if he does exchange it, then both it and its substitute shall become holy. It shall not be redeemed.'"""
LEV 4:27,Every person must bring a sin offering for his transgression ,"'Now if anyone of the common people sins unintentionally in doing any of the things which the LORD has commanded not to be done, and becomes guilty,"
LEV 5:17,Bring an asham offering when uncertain of guilt ,"""Now if a person sins and does any of the things which the LORD has commanded not to be done, though he was unaware, still he is guilty and shall bear his punishment."
LEV 6:6,Bring an offering when guilt is determined for certain sins,"""Then he shall bring to the priest his guilt offering to the LORD, a ram without defect from the flock, according to your valuation, for a guilt offering,"
LEV 5:7,Bring an offering in accordance with one's financial ability,"'But if he cannot afford a lamb, then he shall bring to the LORD his guilt offering for that in which he has sinned, two turtledoves or two young pigeons, one for a sin offering and the other for a burnt offering."
LEV 4:13,The High Court must bring an offering when it rules in error ,"'Now if the whole congregation of Israel commits error and the matter escapes the notice of the assembly, and they commit any of the things which the LORD has commanded not to be done, and they become guilty;"
LEV 15:28,A woman who had a running vaginal issue must bring an offering in the Temple after she immerses in water,"'When she becomes clean from her discharge, she shall count off for herself seven days; and afterward she will be clean."
LEV 12:6,A woman who gave birth must bring an offering after she immerses in water,"'When the days of her purification are completed, for a son or for a daughter, she shall bring to the priest at the doorway of the tent of meeting a one year old lamb for a burnt offering and a young pigeon or a turtledove for a sin offering."
LEV 15:13,A man who had a running unnatural urinary issue must bring an offering in the Temple after he immerses in water,"'Now when the man with the discharge becomes cleansed from his discharge, then he shall count off for himself seven days for his cleansing; he shall then wash his clothes and bathe his body in running water and will become clean."
LEV 14:10,An leprous person must bring an offering after immersing in water,"""Now on the eighth day he is to take two male lambs without defect, and a yearling ewe lamb without defect, and three-tenths of an ephah of fine flour mixed with oil for a grain offering, and one log of oil;"
LEV 27:10,Do not substitute another beast for one set apart for sacrifice ,"'He shall not replace it or exchange it, a good for a bad, or a bad for a good; or if he does exchange animal for animal, then both it and its substitute shall become holy."
LEV 27:10,Both an animal offered as a substitution as well as an animal set apart for sacrifice retain their consecration ,"'He shall not replace it or exchange it, a good for a bad, or a bad for a good; or if he does exchange animal for animal, then both it and its substitute shall become holy."
LEV 27:26,Do not change consecrated animals from one type of offering to another ,"'However, a firstborn among animals, which as a firstborn belongs to the LORD, no man may consecrate it; whether ox or sheep, it is the LORD'S."
NUM 19:14,Carry out the laws of impurity of the dead ,'This is the law when a man dies in a tent: everyone who comes into the tent and everyone who is in the tent shall be unclean for seven days.
NUM 19:2,Carry out the procedure of the Red Heifer,"""This is the statute of the law which the LORD has commanded, saying, 'Speak to the sons of Israel that they bring you an unblemished red heifer in which is no defect and on which a yoke has never been placed."
NUM 19:21,Carry out the laws of the sprinkling water ,"'So it shall be a perpetual statute for them. And he who sprinkles the water for impurity shall wash his clothes, and he who touches the water for impurity shall be unclean until evening."
LEV 13:12,Follow the commandments of human leprosy as prescribed in the Law ,"""If the leprosy breaks out farther on the skin, and the leprosy covers all the skin of him who has the infection from his head even to his feet, as far as the priest can see,"
DEU 24:8,The unclean person must not remove his signs of impurity ,"""Be careful against an infection of leprosy, that you diligently observe and do according to all that the Levitical priests teach you; as I have commanded them, so you shall be careful to do."
LEV 13:33,The leprous person must not shave signs of impurity in his hair ,"then he shall shave himself, but he shall not shave the scale; and the priest shall isolate the person with the scale seven more days."
LEV 13:45,"The leprous person must publicize his condition by tearing his garments, allowing his hair to grow and covering his lips ","""As for the leper who has the infection, his clothes shall be torn, and the hair of his head shall be uncovered, and he shall cover his mustache and cry, 'Unclean! Unclean!'"
LEV 14:2,Carry out the prescribed rules for purifying the leprous person ,"""This shall be the law of the leper in the day of his cleansing. Now he shall be brought to the priest,"
LEV 14:9,The leprous person must shave off all his hair prior to purification ,"""It will be on the seventh day that he shall shave off all his hair: he shall shave his head and his beard and his eyebrows, even all his hair. He shall then wash his clothes and bathe his body in water and be clean."
LEV 13:47,Carry out the laws of leprous clothing ,"""When a garment has a mark of leprosy in it, whether it is a wool garment or a linen garment,"
LEV 14:34,Carry out the laws of leprous houses ,"""When you enter the land of Canaan, which I give you for a possession, and I put a mark of leprosy on a house in the land of your possession,"
LEV 15:19,Observe the laws of menstrual impurity ,"When a woman has a discharge, if her discharge in her body is blood, she shall continue in her menstrual impurity for seven days; and whoever touches her shall be unclean until evening."
LEV 12:2,Observe the laws of impurity caused by childbirth ,"""Speak to the sons of Israel, saying: 'When a woman gives birth and bears a male child, then she shall be unclean for seven days, as in the days of her menstruation she shall be unclean."
LEV 15:25,Observe the laws of impurity caused by a woman's running issue ,"'Now if a woman has a discharge of her blood many days, not at the period of her menstrual impurity, or if she has a discharge beyond that period, all the days of her impure discharge she shall continue as though in her menstrual impurity; she is unclean."
LEV 15:3,Observe the laws of impurity caused by a man's running issue,"'This, moreover, shall be his uncleanness in his discharge: it is his uncleanness whether his body allows its discharge to flow or whether his body obstructs its discharge."
LEV 11:39,Observe the laws of impurity caused by a dead beast ,"'Also if one of the animals dies which you have for food, the one who touches its carcass becomes unclean until evening."
LEV 11:29,Observe the laws of impurity caused by the eight listed creatures,"'Now these are to you the unclean among the swarming things which swarm on the earth: the mole, and the mouse, and the great lizard in its kinds,"
LEV 15:16,Observe the laws of impurity of a seminal emission,"'Now if a man has a seminal emission, he shall bathe all his body in water and be unclean until evening."
LEV 11:34,Observe the laws of impurity concerning liquid and solid foods ,"'Any of the food which may be eaten, on which water comes, shall become unclean, and any liquid which may be drunk in every vessel shall become unclean."
LEV 15:16,Every impure person must immerse himself in water to become pure ,"'Now if a man has a seminal emission, he shall bathe all his body in water and be unclean until evening."
EXO 21:28,The court must judge the damages incurred by a goring ox ,"""If an ox gores a man or a woman to death, the ox shall surely be stoned and its flesh shall not be eaten; but the owner of the ox shall go unpunished."
EXO 22:5,The court must judge the damages incurred by an animal eating ,"""If a man lets a field or vineyard be grazed bare and lets his animal loose so that it grazes in another man's field, he shall make restitution from the best of his own field and the best of his own vineyard."
EXO 21:33,The court must judge the damages incurred by a pit ,"""If a man opens a pit, or digs a pit and does not cover it over, and an ox or a donkey falls into it,"
EXO 22:6,The court must judge the damages incurred by fire ,"""If a fire breaks out and spreads to thorn bushes, so that stacked grain or the standing grain or the field itself is consumed, he who started the fire shall surely make restitution."
LEV 19:11,Do not steal money by lying,"'You shall not steal, nor deal falsely, nor lie to one another."
EXO 22:1,The court must implement punitive measures against a thief ,"""If a man steals an ox or a sheep and slaughters it or sells it, he shall pay five oxen for the ox and four sheep for the sheep."
LEV 19:36,Each individual must ensure that his scales and weights are accurate ,"'You shall have just balances, just weights, a just ephah, and a just hin; I am the LORD your God, who brought you out from the land of Egypt."
LEV 19:35,Do not commit injustice with scales and weights ,"'You shall do no wrong in judgment, in measurement of weight, or capacity."
DEU 25:13,Do not possess inaccurate scales and weights even if they are not for use ,"""You shall not have in your bag differing weights, a large and a small."
DEU 19:14,Do not move a boundary marker to steal someone's property ,"""You shall not move your neighbor's boundary mark, which the ancestors have set, in your inheritance which you will inherit in the land that the LORD your God gives you to possess."
EXO 20:15,Do not kidnap ,"""You shall not steal."
LEV 19:13,Do not rob ,"You shall not oppress your neighbor, nor rob him. The wages of a hired man are not to remain with you all night until morning."
LEV 19:13,Do not withhold wages or fail to repay a debt ,"You shall not oppress your neighbor, nor rob him. The wages of a hired man are not to remain with you all night until morning."
EXO 20:17,Do not covet and scheme to acquire another's possession ,"""You shall not covet your neighbor's house; you shall not covet your neighbor's wife or his male servant or his female servant or his ox or his donkey or anything that belongs to your neighbor."""
DEU 5:18,Do not desire another's possession ,'You shall not commit adultery.
LEV 6:5,Return a stolen object or its value,or anything about which he swore falsely; he shall make restitution for it in full and add to it one-fifth more. He shall give it to the one to whom it belongs on the day he presents his guilt offering.
DEU 22:3,Do not ignore a lost object ,"""Thus you shall do with his donkey, and you shall do the same with his garment, and you shall do likewise with anything lost by your countryman, which he has lost and you have found. You are not allowed to neglect them."
DEU 22:1,Return the lost object ,"""You shall not see your countryman's ox or his sheep straying away, and pay no attention to them; you shall certainly bring them back to your countryman."
EXO 21:18,The court must implement laws against the one who assaults another or damages another's property ,"""If men have a quarrel and one strikes the other with a stone or with his fist, and he does not die but remains in bed,"
EXO 20:13,Do not murder ,"""You shall not murder."
NUM 35:31,Do not accept monetary restitution to atone for a murderer ,"'Moreover, you shall not take ransom for the life of a murderer who is guilty of death, but he shall surely be put to death."
NUM 35:25,The court must send the accidental murderer to a city of refuge ,"'The congregation shall deliver the manslayer from the hand of the blood avenger, and the congregation shall restore him to his city of refuge to which he fled; and he shall live in it until the death of the high priest who was anointed with the holy oil."
NUM 35:32,Do not accept monetary restitution instead of being sent to a city of refuge ,"'You shall not take ransom for him who has fled to his city of refuge, that he may return to live in the land before the death of the priest."
NUM 35:12,Do not kill a murderer before he stands trial ,"'The cities shall be to you as a refuge from the avenger, so that the manslayer will not die until he stands before the congregation for trial."
DEU 25:12,Save someone from being killed by a blood avenger even by taking the life of the pursuer ,then you shall cut off her hand; you shall not show pity.
NUM 35:12,Do not pity a person who pursues an individual accused of murder,"'The cities shall be to you as a refuge from the avenger, so that the manslayer will not die until he stands before the congregation for trial."
LEV 19:16,Do not stand idly by if someone's life is in danger ,"'You shall not go about as a slanderer among your people, and you are not to act against the life of your neighbor; I am the LORD."
DEU 19:3,Designate cities of refuge and prepare routes of access ,"""You shall prepare the roads for yourself, and divide into three parts the territory of your land which the LORD your God will give you as a possession, so that any manslayer may flee there."
DEU 21:4,Break the neck of a calf by the river valley following an unsolved murder ,"and the elders of that city shall bring the heifer down to a valley with running water, which has not been plowed or sown, and shall break the heifer's neck there in the valley."
DEU 21:4,Do not work nor plant the river valley where an unsolved murder occurred ,"and the elders of that city shall bring the heifer down to a valley with running water, which has not been plowed or sown, and shall break the heifer's neck there in the valley."
DEU 22:8,Do not allow pitfalls and obstacles to remain on your property ,"""When you build a new house, you shall make a parapet for your roof, so that you will not bring bloodguilt on your house if anyone falls from it."
DEU 22:8,Make a guard rail around flat roofs ,"""When you build a new house, you shall make a parapet for your roof, so that you will not bring bloodguilt on your house if anyone falls from it."
LEV 19:14,Do not put a stumbling block before a blind man,"'You shall not curse a deaf man, nor place a stumbling block before the blind, but you shall revere your God; I am the LORD."
EXO 23:5,Help another remove the load from a beast which can no longer carry it ,"""If you see the donkey of one who hates you lying helpless under its load, you shall refrain from leaving it to him, you shall surely release it with him."
DEU 22:4,Help others load their beast ,"""You shall not see your countryman's donkey or his ox fallen down on the way, and pay no attention to them; you shall certainly help him to raise them up."
DEU 22:4,Do not leave others distraught with their burdens (but to help either load or unload) ,"""You shall not see your countryman's donkey or his ox fallen down on the way, and pay no attention to them; you shall certainly help him to raise them up."
LEV 25:14,Buy and sell according to G-d's Law ,"'If you make a sale, moreover, to your friend or buy from your friend's hand, you shall not wrong one another."
LEV 25:14,Do not overcharge or underpay for an article ,"'If you make a sale, moreover, to your friend or buy from your friend's hand, you shall not wrong one another."
LEV 25:17,Do not insult or harm anybody with words ,"'So you shall not wrong one another, but you shall fear your God; for I am the LORD your God."
EXO 22:21,Do not cheat a foreigner monetarily ,"""You shall not wrong a stranger or oppress him, for you were strangers in the land of Egypt."
EXO 22:21,Do not insult or harm a foreigner with words ,"""You shall not wrong a stranger or oppress him, for you were strangers in the land of Egypt."
EXO 21:2,Purchase a Hebrew slave in accordance with the prescribed laws ,"""If you buy a Hebrew slave, he shall serve for six years; but on the seventh he shall go out as a free man without payment."
LEV 25:42,Do not sell a Hebrew as a non-Hebrew is sold ,For they are My servants whom I brought out from the land of Egypt; they are not to be sold in a slave sale.
LEV 25:43,Do not work a Hebrew slave oppressively ,"'You shall not rule over him with severity, but are to revere your God."
LEV 25:53,Do not allow a non-Israelite to work a Hebrew slave oppressively ,'Like a man hired year by year he shall be with him; he shall not rule over him with severity in your sight.
LEV 25:39,Do not have a Hebrew slave do menial slave labor ,"'If a countryman of yours becomes so poor with regard to you that he sells himself to you, you shall not subject him to a slave's service."
DEU 15:14,Give a Hebrew slave gifts when he goes free ,"""You shall furnish him liberally from your flock and from your threshing floor and from your wine vat; you shall give to him as the LORD your God has blessed you."
DEU 15:13,Do not send a Hebrew slave away empty-handed ,"""When you set him free, you shall not send him away empty-handed."
EXO 21:8,Redeem Israelite maidservants ,"""If she is displeasing in the eyes of her master who designated her for himself, then he shall let her be redeemed. He does not have authority to sell her to a foreign people because of his unfairness to her."
EXO 21:8,Betroth the Israelite maidservant ,"""If she is displeasing in the eyes of her master who designated her for himself, then he shall let her be redeemed. He does not have authority to sell her to a foreign people because of his unfairness to her."
EXO 21:8,The master must not sell his maidservant ,"""If she is displeasing in the eyes of her master who designated her for himself, then he shall let her be redeemed. He does not have authority to sell her to a foreign people because of his unfairness to her."
LEV 25:46,Canaanite slaves must work forever unless injured in one of their limbs ,"'You may even bequeath them to your sons after you, to receive as a possession; you can use them as permanent slaves. But in respect to your countrymen, the sons of Israel, you shall not rule with severity over one another."
DEU 23:16,Do not extradite a slave who fled to the Land of Israel ,"""He shall live with you in your midst, in the place which he shall choose in one of your towns where it pleases him; you shall not mistreat him."
DEU 23:16,Do not wrong a slave who has come to the Land of Israel for refuge ,"""He shall live with you in your midst, in the place which he shall choose in one of your towns where it pleases him; you shall not mistreat him."
EXO 22:10,The courts must carry out the laws of a hired worker and hired guard ,"""If a man gives his neighbor a donkey, an ox, a sheep, or any animal to keep for him, and it dies or is hurt or is driven away while no one is looking,"
DEU 24:15,Pay wages on the day they were earned ,"""You shall give him his wages on his day before the sun sets, for he is poor and sets his heart on it; so that he will not cry against you to the LORD and it become sin in you."
LEV 19:13,Do not delay payment of wages past the agreed time ,"You shall not oppress your neighbor, nor rob him. The wages of a hired man are not to remain with you all night until morning."
DEU 23:25,The hired worker may eat from the unharvested crops where he works ,"""When you enter your neighbor's standing grain, then you may pluck the heads with your hand, but you shall not wield a sickle in your neighbor's standing grain."
DEU 23:25,The worker must not eat while on hired time ,"""When you enter your neighbor's standing grain, then you may pluck the heads with your hand, but you shall not wield a sickle in your neighbor's standing grain."
DEU 23:25,The worker must not take more than he can eat ,"""When you enter your neighbor's standing grain, then you may pluck the heads with your hand, but you shall not wield a sickle in your neighbor's standing grain."
DEU 25:4,Do not muzzle an ox while plowing ,"""You shall not muzzle the ox while he is threshing."
EXO 22:14,The courts must carry out the laws of a borrower ,"""If a man borrows anything from his neighbor, and it is injured or dies while its owner is not with it, he shall make full restitution."
EXO 22:7,The courts must carry out the laws of an unpaid guard ,"""If a man gives his neighbor money or goods to keep for him and it is stolen from the man's house, if the thief is caught, he shall pay double."
EXO 22:25,Lend to the poor and destitute ,"""If you lend money to My people, to the poor among you, you are not to act as a creditor to him; you shall not charge him interest."
EXO 22:25,Do not press the poor and destitute for payment if you know they don't have it ,"""If you lend money to My people, to the poor among you, you are not to act as a creditor to him; you shall not charge him interest."
DEU 15:3,Press the idolater for payment of a loan ,"""From a foreigner you may exact it, but your hand shall release whatever of yours is with your brother."
